"","userId","movieId"
"1",1,"318"
"2",1,"858"
"3",1,"4993"
"4",1,"589"
"5",1,"7153"
"6",1,"4226"
"7",1,"7361"
"8",1,"5952"
"9",1,"58559"
"10",1,"1221"
"11",2,"356"
"12",2,"296"
"13",2,"260"
"14",2,"593"
"15",2,"2571"
"16",2,"2959"
"17",2,"50"
"18",2,"1196"
"19",2,"1198"
"20",2,"527"
"21",3,"318"
"22",3,"356"
"23",3,"296"
"24",3,"260"
"25",3,"593"
"26",3,"2571"
"27",3,"2959"
"28",3,"50"
"29",3,"1196"
"30",3,"1198"
"31",4,"318"
"32",4,"356"
"33",4,"50"
"34",4,"527"
"35",4,"858"
"36",4,"110"
"37",4,"1210"
"38",4,"4993"
"39",4,"589"
"40",4,"7153"
"41",5,"356"
"42",5,"260"
"43",5,"593"
"44",5,"2571"
"45",5,"2959"
"46",5,"1196"
"47",5,"1198"
"48",5,"858"
"49",5,"1210"
"50",5,"4993"
"51",6,"260"
"52",6,"2571"
"53",6,"2959"
"54",6,"1196"
"55",6,"1198"
"56",6,"858"
"57",6,"1210"
"58",6,"4993"
"59",6,"1197"
"60",6,"7153"
"61",7,"318"
"62",7,"296"
"63",7,"2571"
"64",7,"2959"
"65",7,"1198"
"66",7,"527"
"67",7,"858"
"68",7,"110"
"69",7,"608"
"70",7,"1197"
"71",8,"260"
"72",8,"2571"
"73",8,"2959"
"74",8,"1196"
"75",8,"1198"
"76",8,"858"
"77",8,"1210"
"78",8,"608"
"79",8,"4993"
"80",8,"1197"
"81",9,"318"
"82",9,"356"
"83",9,"296"
"84",9,"260"
"85",9,"593"
"86",9,"2571"
"87",9,"2959"
"88",9,"50"
"89",9,"1196"
"90",9,"527"
"91",10,"318"
"92",10,"260"
"93",10,"593"
"94",10,"50"
"95",10,"1196"
"96",10,"1198"
"97",10,"527"
"98",10,"858"
"99",10,"110"
"100",10,"1210"
"101",11,"296"
"102",11,"260"
"103",11,"2571"
"104",11,"2959"
"105",11,"50"
"106",11,"1196"
"107",11,"1198"
