"","userId","movieId"
"1",1,"1407"
"2",1,"1387"
"3",1,"1215"
"4",1,"1093"
"5",1,"2791"
"6",1,"2699"
"7",1,"2605"
"8",1,"849"
"9",1,"1544"
"10",1,"1321"
"11",2,"68954"
"12",2,"116797"
"13",2,"59315"
"14",2,"356"
"15",2,"60069"
"16",2,"112852"
"17",2,"296"
"18",2,"527"
"19",2,"593"
"20",2,"48780"
"21",3,"1924"
"22",3,"2826"
"23",3,"2366"
"24",3,"1385"
"25",3,"3984"
"26",3,"2872"
"27",3,"2533"
"28",3,"1979"
"29",3,"610"
"30",3,"2410"
"31",4,"307"
"32",4,"1193"
"33",4,"3072"
"34",4,"1207"
"35",4,"858"
"36",4,"527"
"37",4,"2028"
"38",4,"1247"
"39",4,"1293"
"40",4,"903"
"41",5,"356"
"42",5,"593"
"43",5,"480"
"44",5,"47"
"45",5,"509"
"46",5,"454"
"47",5,"32"
"48",5,"161"
"49",5,"17"
"50",5,"377"
"51",6,"743"
"52",6,"173"
"53",6,"172"
"54",6,"420"
"55",6,"376"
"56",6,"442"
"57",6,"786"
"58",6,"14"
"59",6,"52"
"60",6,"661"
"61",7,"2571"
"62",7,"5418"
"63",7,"2959"
"64",7,"2329"
"65",7,"6874"
"66",7,"7361"
"67",7,"1721"
"68",7,"6377"
"69",7,"7438"
"70",7,"4226"
"71",8,"1"
"72",8,"588"
"73",8,"589"
"74",8,"595"
"75",8,"344"
"76",8,"780"
"77",8,"165"
"78",8,"316"
"79",8,"161"
"80",8,"648"
"81",9,"2858"
"82",9,"1625"
"83",9,"1193"
"84",9,"1214"
"85",9,"3996"
"86",9,"1617"
"87",9,"3578"
"88",9,"1221"
"89",9,"2762"
"90",9,"2571"
"91",10,"76093"
"92",10,"40815"
"93",10,"81834"
"94",10,"88125"
"95",10,"54001"
"96",10,"8368"
"97",10,"50872"
"98",10,"60069"
"99",10,"69757"
"100",10,"112852"
"101",11,"1356"
"102",11,"329"
"103",11,"260"
"104",11,"296"
"105",11,"527"
"106",11,"316"
"107",11,"50"
"108",11,"592"
"109",11,"590"
"110",11,"1"
"111",12,"539"
"112",12,"597"
"113",12,"339"
"114",12,"11"
"115",12,"186"
"116",12,"595"
"117",12,"588"
"118",12,"1088"
"119",12,"356"
"120",12,"1"
"121",13,"2858"
"122",13,"1193"
"123",13,"2762"
"124",13,"2028"
"125",13,"1625"
"126",13,"2628"
"127",13,"2329"
"128",13,"2353"
"129",13,"2959"
"130",13,"1221"
"131",14,"161"
"132",14,"62"
"133",14,"380"
"134",14,"292"
"135",14,"457"
"136",14,"349"
"137",14,"185"
"138",14,"141"
"139",14,"454"
"140",14,"225"
"141",15,"7153"
"142",15,"1721"
"143",15,"1704"
"144",15,"593"
"145",15,"1193"
"146",15,"2324"
"147",15,"6539"
"148",15,"4896"
"149",15,"1036"
"150",15,"33794"
"151",16,"1221"
"152",16,"2028"
"153",16,"1258"
"154",16,"2324"
"155",16,"1200"
"156",16,"1206"
"157",16,"3578"
