"","userId","movieId"
"1",1,72874
"2",1,171023
"3",1,171701
"4",1,172825
"5",1,173255
"6",1,176423
"7",1,177615
"8",1,178827
"9",1,179491
"10",1,184987
"11",2,196
"12",2,456
"13",2,4947
"14",2,8461
"15",2,26176
"16",2,31221
"17",2,31737
"18",2,49278
"19",2,60397
"20",2,78574
"21",3,1029
"22",3,1297
"23",3,2188
"24",3,2262
"25",3,2340
"26",3,2693
"27",3,3087
"28",3,3307
"29",3,3802
"30",3,4502
"31",4,2775
"32",4,8879
"33",4,73321
"34",4,171891
"35",4,172577
"36",4,174055
"37",4,176621
"38",4,188189
"39",4,188797
"40",4,190215
"41",5,292
"42",5,512
"43",5,558
"44",5,783
"45",5,961
"46",5,968
"47",5,1236
"48",5,1349
"49",5,1363
"50",5,1564
"51",6,15
"52",6,1259
"53",6,1395
"54",6,8738
"55",6,59900
"56",6,90430
"57",6,91261
"58",6,168492
"59",6,182727
"60",6,182793
"61",7,2918
"62",7,6721
"63",7,37727
"64",7,48342
"65",7,75395
"66",7,175585
"67",7,175743
"68",7,178613
"69",7,179491
"70",7,184721
"71",8,17
"72",8,1626
"73",8,1825
"74",8,2033
"75",8,2926
"76",8,5346
"77",8,26172
"78",8,31114
"79",8,77561
"80",8,79684
"81",9,1887
"82",9,2965
"83",9,4267
"84",9,55245
"85",9,82459
"86",9,91337
"87",9,106648
"88",9,132888
"89",9,184791
"90",9,186587
"91",10,361
"92",10,456
"93",10,590
"94",10,618
"95",10,1054
"96",10,1889
"97",10,2078
"98",10,4275
"99",10,4686
"100",10,4916
"101",11,185
"102",11,434
"103",11,33725
"104",11,41627
"105",11,47997
"106",11,59103
"107",11,70641
"108",11,76293
"109",11,79224
"110",11,183227
"111",12,349
"112",12,488
"113",12,574
"114",12,778
"115",12,1390
"116",12,2042
"117",12,2300
"118",12,2563
"119",12,2762
"120",12,2972
"121",13,158
"122",13,477
"123",13,639
"124",13,773
"125",13,840
"126",13,1033
"127",13,1123
"128",13,1125
"129",13,1193
"130",13,1305
"131",14,1290
"132",14,1583
"133",14,1921
"134",14,2279
"135",14,2772
"136",14,2843
"137",14,3787
"138",14,4445
"139",14,4766
"140",14,5597
"141",15,20
"142",15,647
"143",15,1718
"144",15,2744
"145",15,5311
"146",15,6753
"147",15,6800
"148",15,6945
"149",15,7084
"150",15,8581
"151",16,2898
"152",16,4599
"153",16,6748
"154",16,26169
"155",16,27879
"156",16,40581
"157",16,49910
"158",16,69746
"159",16,78116
"160",16,81535
"161",17,1805
"162",17,2897
"163",17,4599
"164",17,6748
"165",17,26169
"166",17,27879
"167",17,40578
"168",17,49822
"169",17,54274
"170",17,69654
"171",18,154358
"172",18,156783
"173",18,158238
"174",18,158398
"175",18,160438
"176",18,160563
"177",18,160573
"178",18,163056
"179",18,165671
"180",18,166528
"181",19,92507
"182",19,96616
"183",19,96726
"184",19,99750
"185",19,101577
"186",19,103249
"187",19,107462
"188",19,108540
"189",19,109241
"190",19,109850
"191",20,597
"192",20,1010
"193",20,1801
"194",20,2003
"195",20,2857
"196",20,4051
"197",20,7132
"198",20,7371
"199",20,38095
"200",20,50354
"201",21,158966
"202",21,160422
"203",21,160980
"204",21,161032
"205",21,164200
"206",21,164367
"207",21,164707
"208",21,166705
"209",21,167296
"210",21,170357
"211",22,4646
"212",22,5292
"213",22,5294
"214",22,5475
"215",22,7364
"216",22,33779
"217",22,177939
"218",22,179133
"219",22,183011
"220",22,190219
"221",23,189
"222",23,1381
"223",23,4578
"224",23,7052
"225",23,25940
"226",23,26184
"227",23,26693
"228",23,27705
"229",23,38388
"230",23,77364
"231",24,1848
"232",24,2930
"233",24,4636
"234",24,6786
"235",24,30894
"236",24,41014
"237",24,50354
"238",24,54768
"239",24,69784
"240",24,74754
"241",25,2978
"242",25,4709
"243",25,6884
"244",25,31921
"245",25,52245
"246",25,71535
"247",25,78499
"248",25,84716
"249",25,188751
"250",25,190209
"251",26,728
"252",26,1099
"253",26,1304
"254",26,1973
"255",26,2875
"256",26,3446
"257",26,4111
"258",26,4156
"259",26,5693
"260",26,6938
"261",27,176413
"262",27,176423
"263",27,176751
"264",27,179427
"265",27,180045
"266",27,180297
"267",27,180985
"268",27,181139
"269",27,183611
"270",27,183635
"271",28,2899
"272",28,74580
"273",28,148888
"274",28,149352
"275",28,151777
"276",28,157110
"277",28,161922
"278",28,162606
"279",28,167790
"280",28,170551
"281",29,1840
"282",29,2928
"283",29,4635
"284",29,6790
"285",29,26357
"286",29,31038
"287",29,41712
"288",29,50792
"289",29,55020
"290",29,70492
"291",30,2972
"292",30,4701
"293",30,6879
"294",30,31851
"295",30,51933
"296",30,71484
"297",30,78266
"298",30,84553
"299",30,187031
"300",30,189043
"301",31,1821
"302",31,2924
"303",31,4639
"304",31,6803
"305",31,51024
"306",31,55205
"307",31,71057
"308",31,184721
"309",31,184997
"310",31,190183
"311",32,782
"312",32,1617
"313",32,1629
"314",32,1721
"315",32,2670
"316",32,3742
"317",32,6692
"318",32,6760
"319",32,6763
"320",32,6881
"321",33,174
"322",33,6996
"323",33,9005
"324",33,26504
"325",33,74946
"326",33,175435
"327",33,175577
"328",33,176621
"329",33,178061
"330",33,183227
"331",34,449
"332",34,4636
"333",34,4865
"334",34,7099
"335",34,7939
"336",34,27751
"337",34,78469
"338",34,89343
"339",34,180777
"340",34,182297
"341",35,18
"342",35,129
"343",35,358
"344",35,435
"345",35,876
"346",35,881
"347",35,938
"348",35,1240
"349",35,1399
"350",35,1731
"351",36,112326
"352",36,118834
"353",36,118888
"354",36,126426
"355",36,128914
"356",36,132362
"357",36,137859
"358",36,139511
"359",36,140174
"360",36,140928
"361",37,19
"362",37,144
"363",37,504
"364",37,1371
"365",37,1405
"366",37,2959
"367",37,4168
"368",37,4990
"369",37,5591
"370",37,6350
"371",38,1660
"372",38,4340
"373",38,4343
"374",38,4344
"375",38,4740
"376",38,5108
"377",38,6145
"378",38,7046
"379",38,8341
"380",38,8835
"381",39,2514
"382",39,7064
"383",39,26776
"384",39,47044
"385",39,69746
"386",39,78088
"387",39,80083
"388",39,113453
"389",39,158783
"390",39,179749
"391",40,16
"392",40,111
"393",40,726
"394",40,1130
"395",40,1301
"396",40,1616
"397",40,1627
"398",40,1719
"399",40,1945
"400",40,2669
"401",41,891
"402",41,1694
"403",41,1707
"404",41,1834
"405",41,2730
"406",41,3794
"407",41,4595
"408",41,4720
"409",41,6687
"410",41,6751
"411",42,158966
"412",42,159193
"413",42,160848
"414",42,164226
"415",42,168612
"416",42,169982
"417",42,173535
"418",42,184349
"419",42,184931
"420",42,188301
"421",43,1690
"422",43,2840
"423",43,4531
"424",43,6688
"425",43,27802
"426",43,39234
"427",43,49274
"428",43,53578
"429",43,69394
"430",43,74452
"431",44,923
"432",44,1829
"433",44,3819
"434",44,5943
"435",44,6860
"436",44,7624
"437",44,27320
"438",44,33145
"439",44,71732
"440",44,114601
"441",45,160872
"442",45,161008
"443",45,162600
"444",45,163639
"445",45,166492
"446",45,167018
"447",45,167746
"448",45,168248
"449",45,171695
"450",45,171763
"451",46,1833
"452",46,2931
"453",46,4646
"454",46,6814
"455",46,31420
"456",46,42559
"457",46,51091
"458",46,55259
"459",46,71160
"460",46,77798
"461",47,832
"462",47,2875
"463",47,4334
"464",47,5878
"465",47,31116
"466",47,34437
"467",47,45208
"468",47,52722
"469",47,53550
"470",47,176051
"471",48,1883
"472",48,2959
"473",48,4678
"474",48,6850
"475",48,31522
"476",48,42732
"477",48,51540
"478",48,55282
"479",48,71302
"480",48,78039
"481",49,195
"482",49,455
"483",49,4704
"484",49,4936
"485",49,7209
"486",49,8195
"487",49,26152
"488",49,26401
"489",49,26631
"490",49,31116
"491",50,2560
"492",50,2561
"493",50,6244
"494",50,55768
"495",50,166635
"496",50,169912
"497",50,172583
"498",50,172881
"499",50,173317
"500",50,179073
"501",51,69904
"502",51,163981
"503",51,166461
"504",51,168358
"505",51,169904
"506",51,174055
"507",51,174551
"508",51,175401
"509",51,182749
"510",51,187593
"511",52,1885
"512",52,2967
"513",52,4688
"514",52,6858
"515",52,31435
"516",52,42418
"517",52,50794
"518",52,69640
"519",52,74580
"520",52,77846
"521",53,196
"522",53,454
"523",53,4917
"524",53,7190
"525",53,7762
"526",53,26122
"527",53,26599
"528",53,31000
"529",53,31553
"530",53,34523
"531",54,166
"532",54,208
"533",54,673
"534",54,784
"535",54,1056
"536",54,1083
"537",54,1222
"538",54,1278
"539",54,1279
"540",54,1280
"541",55,110
"542",55,148
"543",55,257
"544",55,454
"545",55,480
"546",55,505
"547",55,703
"548",55,1339
"549",55,1346
"550",55,1591
"551",56,1826
"552",56,2827
"553",56,4642
"554",56,4725
"555",56,4877
"556",56,6464
"557",56,7125
"558",56,25905
"559",56,30822
"560",56,40339
"561",57,157122
"562",57,159193
"563",57,161354
"564",57,162082
"565",57,166558
"566",57,167772
"567",57,177939
"568",57,183011
"569",57,184931
"570",57,189713
"571",58,1694
"572",58,6691
"573",58,27808
"574",58,49278
"575",58,53883
"576",58,69436
"577",58,78469
"578",58,80917
"579",58,178827
"580",58,179427
"581",59,190
"582",59,450
"583",59,4786
"584",59,7057
"585",59,8950
"586",59,26059
"587",59,27618
"588",59,27788
"589",59,32917
"590",59,46948
"591",60,41
"592",60,105
"593",60,378
"594",60,384
"595",60,486
"596",60,634
"597",60,674
"598",60,841
"599",60,1193
"600",60,1219
"601",61,191
"602",61,2581
"603",61,6835
"604",61,7162
"605",61,26700
"606",61,27329
"607",61,31123
"608",61,31223
"609",61,34164
"610",61,42638
"611",62,25947
"612",62,163072
"613",62,163639
"614",62,165075
"615",62,165671
"616",62,165969
"617",62,167634
"618",62,168326
"619",62,169180
"620",62,170355
"621",63,168632
"622",63,169180
"623",63,170907
"624",63,171695
"625",63,174053
"626",63,174909
"627",63,175475
"628",63,175743
"629",63,181315
"630",63,182297
"631",64,152105
"632",64,156609
"633",64,159510
"634",64,159976
"635",64,160563
"636",64,164226
"637",64,165347
"638",64,175387
"639",64,179819
"640",64,182639
"641",65,196
"642",65,457
"643",65,4936
"644",65,6882
"645",65,26150
"646",65,31101
"647",65,31664
"648",65,48982
"649",65,60074
"650",65,71466
"651",66,70336
"652",66,164655
"653",66,164917
"654",66,166203
"655",66,166705
"656",66,170411
"657",66,170875
"658",66,171631
"659",66,171891
"660",66,175293
"661",67,454
"662",67,4688
"663",67,4917
"664",67,8378
"665",67,26038
"666",67,30820
"667",67,38038
"668",67,48698
"669",67,51314
"670",67,61729
"671",68,113862
"672",68,114074
"673",68,115170
"674",68,117887
"675",68,118862
"676",68,118924
"677",68,121253
"678",68,126142
"679",68,126548
"680",68,127116
"681",69,195
"682",69,452
"683",69,1437
"684",69,4878
"685",69,6809
"686",69,8337
"687",69,25905
"688",69,26453
"689",69,27879
"690",69,31116
"691",70,2935
"692",70,4638
"693",70,6797
"694",70,31150
"695",70,42002
"696",70,50872
"697",70,70708
"698",70,76751
"699",70,79274
"700",70,82667
"701",71,446
"702",71,4247
"703",71,4662
"704",71,4890
"705",71,25963
"706",71,26116
"707",71,30810
"708",71,34271
"709",71,48638
"710",71,51037
"711",72,189
"712",72,444
"713",72,4883
"714",72,7153
"715",72,8360
"716",72,25937
"717",72,27266
"718",72,27899
"719",72,31150
"720",72,34143
"721",73,76743
"722",73,172577
"723",73,172591
"724",73,174045
"725",73,175199
"726",73,179491
"727",73,180045
"728",73,181139
"729",73,182727
"730",73,193565
"731",74,6692
"732",74,25870
"733",74,37495
"734",74,67255
"735",74,74545
"736",74,173751
"737",74,174551
"738",74,176935
"739",74,180987
"740",74,182731
"741",75,581
"742",75,611
"743",75,1037
"744",75,2043
"745",75,4229
"746",75,8057
"747",75,25870
"748",75,44972
"749",75,50147
"750",75,54995
"751",76,190
"752",76,1825
"753",76,5333
"754",76,8019
"755",76,26875
"756",76,27838
"757",76,33310
"758",76,49530
"759",76,178613
"760",76,182749
"761",77,555
"762",77,3045
"763",77,3738
"764",77,5841
"765",77,5965
"766",77,6327
"767",77,8919
"768",77,26444
"769",77,26901
"770",77,31685
"771",78,803
"772",78,1091
"773",78,1093
"774",78,1324
"775",78,1335
"776",78,1479
"777",78,1533
"778",78,2862
"779",78,3568
"780",78,3649
"781",79,194
"782",79,451
"783",79,1416
"784",79,2555
"785",79,4847
"786",79,6783
"787",79,7115
"788",79,7572
"789",79,25782
"790",79,26344
"791",80,2956
"792",80,4661
"793",80,6785
"794",80,26242
"795",80,30818
"796",80,40815
"797",80,49735
"798",80,69227
"799",80,73881
"800",80,76301
"801",81,2275
"802",81,2493
"803",81,2618
"804",81,2623
"805",81,2660
"806",81,3302
"807",81,4153
"808",81,4776
"809",81,4893
"810",81,5435
"811",82,171695
"812",82,172705
"813",82,173751
"814",82,173941
"815",82,176419
"816",82,176601
"817",82,177185
"818",82,180263
"819",82,180777
"820",82,185029
"821",83,194
"822",83,1041
"823",83,4624
"824",83,7455
"825",83,26159
"826",83,58191
"827",83,74450
"828",83,78039
"829",83,78266
"830",83,79428
"831",84,71468
"832",84,167570
"833",84,167772
"834",84,169904
"835",84,171701
"836",84,172229
"837",84,176329
"838",84,176415
"839",84,177285
"840",84,183301
"841",85,256
"842",85,4248
"843",85,5353
"844",85,25996
"845",85,34292
"846",85,44864
"847",85,82852
"848",85,91542
"849",85,106927
"850",85,118290
"851",86,1870
"852",86,2944
"853",86,4649
"854",86,6798
"855",86,31123
"856",86,41863
"857",86,50806
"858",86,55080
"859",86,70599
"860",86,76143
"861",87,540
"862",87,618
"863",87,663
"864",87,1055
"865",87,1891
"866",87,2080
"867",87,2401
"868",87,2598
"869",87,4280
"870",87,4921
"871",88,193
"872",88,453
"873",88,2590
"874",88,4912
"875",88,6832
"876",88,7160
"877",88,8363
"878",88,25937
"879",88,26686
"880",88,27266
"881",89,152173
"882",89,157270
"883",89,160422
"884",89,160644
"885",89,161024
"886",89,165947
"887",89,166946
"888",89,179427
"889",89,185473
"890",89,193579
"891",90,179
"892",90,4632
"893",90,7131
"894",90,7619
"895",90,42007
"896",90,77233
"897",90,79501
"898",90,184349
"899",90,184931
"900",90,189111
"901",91,148881
"902",91,150596
"903",91,152173
"904",91,158783
"905",91,159779
"906",91,159976
"907",91,161634
"908",91,165483
"909",91,165635
"910",91,165645
"911",92,361
"912",92,592
"913",92,626
"914",92,668
"915",92,1055
"916",92,1892
"917",92,2080
"918",92,4276
"919",92,6869
"920",92,8241
"921",93,179817
"922",93,180031
"923",93,180231
"924",93,182823
"925",93,183959
"926",93,184257
"927",93,184721
"928",93,184987
"929",93,189043
"930",93,189111
"931",94,944
"932",94,945
"933",94,1405
"934",94,2027
"935",94,3078
"936",94,5530
"937",94,5752
"938",94,27820
"939",94,59387
"940",94,65188
"941",95,1809
"942",95,4541
"943",95,6603
"944",95,8977
"945",95,27478
"946",95,47997
"947",95,52319
"948",95,67695
"949",95,72714
"950",95,74688
"951",96,2899
"952",96,4599
"953",96,6763
"954",96,26237
"955",96,30816
"956",96,40870
"957",96,50354
"958",96,70293
"959",96,75813
"960",96,78746
"961",97,457
"962",97,543
"963",97,668
"964",97,2605
"965",97,4265
"966",97,4671
"967",97,4899
"968",97,6299
"969",97,7161
"970",97,26095
"971",98,1876
"972",98,2965
"973",98,4679
"974",98,6851
"975",98,31445
"976",98,42728
"977",98,51314
"978",98,55259
"979",98,70932
"980",98,76743
"981",99,318
"982",99,393
"983",99,1809
"984",99,4634
"985",99,4865
"986",99,7132
"987",99,7620
"988",99,8015
"989",99,8125
"990",99,8290
"991",100,183
"992",100,429
"993",100,512
"994",100,2301
"995",100,4740
"996",100,6624
"997",100,7318
"998",100,7924
"999",100,8844
"1000",100,8949
"1001",101,1891
"1002",101,2932
"1003",101,4623
"1004",101,6787
"1005",101,31083
"1006",101,41724
"1007",101,50802
"1008",101,55069
"1009",101,70697
"1010",101,76743
"1011",102,499
"1012",102,522
"1013",102,781
"1014",102,944
"1015",102,945
