"","userId","movieId"
"1",1,"32"
"2",1,"30803"
"3",1,"7293"
"4",1,"830"
"5",1,"2688"
"6",1,"2085"
"7",1,"3499"
"8",1,"3686"
"9",1,"47610"
"10",1,"318"
"11",2,"32"
"12",2,"30803"
"13",2,"7293"
"14",2,"830"
"15",2,"2688"
"16",2,"2085"
"17",2,"3499"
"18",2,"3686"
"19",2,"47610"
"20",2,"318"
"21",3,"32"
"22",3,"30803"
"23",3,"7293"
"24",3,"830"
"25",3,"2688"
"26",3,"2085"
"27",3,"3499"
"28",3,"3686"
"29",3,"47610"
"30",3,"318"
"31",4,"32"
"32",4,"30803"
"33",4,"7293"
"34",4,"830"
"35",4,"2688"
"36",4,"2085"
"37",4,"3499"
"38",4,"3686"
"39",4,"47610"
"40",4,"318"
"41",5,"32"
"42",5,"30803"
"43",5,"7293"
"44",5,"830"
"45",5,"2688"
"46",5,"2085"
"47",5,"3499"
"48",5,"3686"
"49",5,"47610"
"50",5,"318"
"51",6,"32"
"52",6,"30803"
"53",6,"7293"
"54",6,"830"
"55",6,"2688"
"56",6,"2085"
"57",6,"3499"
"58",6,"3686"
"59",6,"47610"
"60",6,"318"
"61",7,"32"
"62",7,"30803"
"63",7,"7293"
"64",7,"830"
"65",7,"2688"
"66",7,"2085"
"67",7,"3499"
"68",7,"3686"
"69",7,"47610"
"70",7,"318"
"71",8,"32"
"72",8,"30803"
"73",8,"7293"
"74",8,"830"
"75",8,"2688"
"76",8,"2085"
"77",8,"3499"
"78",8,"3686"
"79",8,"47610"
"80",8,"318"
"81",9,"32"
"82",9,"30803"
"83",9,"7293"
"84",9,"830"
"85",9,"2688"
"86",9,"2085"
"87",9,"3499"
"88",9,"3686"
"89",9,"47610"
"90",9,"318"
"91",10,"32"
"92",10,"30803"
"93",10,"7293"
"94",10,"830"
"95",10,"2688"
"96",10,"2085"
"97",10,"3499"
"98",10,"3686"
"99",10,"47610"
"100",10,"318"
"101",11,"32"
"102",11,"30803"
"103",11,"7293"
"104",11,"830"
"105",11,"2688"
"106",11,"2085"
"107",11,"3499"
"108",11,"3686"
"109",11,"47610"
"110",11,"318"
"111",12,"32"
"112",12,"30803"
"113",12,"7293"
"114",12,"830"
"115",12,"2688"
"116",12,"2085"
"117",12,"3499"
"118",12,"3686"
"119",12,"47610"
"120",12,"318"
"121",13,"32"
"122",13,"30803"
"123",13,"7293"
"124",13,"830"
"125",13,"2688"
"126",13,"2085"
"127",13,"3499"
"128",13,"3686"
"129",13,"47610"
"130",13,"318"
"131",14,"32"
"132",14,"30803"
"133",14,"7293"
"134",14,"830"
"135",14,"2688"
"136",14,"2085"
"137",14,"3499"
"138",14,"3686"
"139",14,"47610"
"140",14,"318"
"141",15,"32"
"142",15,"30803"
"143",15,"7293"
"144",15,"830"
"145",15,"2688"
"146",15,"2085"
"147",15,"3499"
"148",15,"3686"
"149",15,"47610"
"150",15,"318"
"151",16,"32"
"152",16,"30803"
"153",16,"7293"
"154",16,"830"
"155",16,"2688"
"156",16,"2085"
"157",16,"3499"
"158",16,"3686"
"159",16,"47610"
"160",16,"318"
"161",17,"32"
"162",17,"30803"
"163",17,"7293"
"164",17,"830"
"165",17,"2688"
"166",17,"2085"
"167",17,"3499"
"168",17,"3686"
"169",17,"47610"
"170",17,"318"
"171",18,"32"
"172",18,"30803"
"173",18,"7293"
"174",18,"830"
"175",18,"2688"
"176",18,"2085"
"177",18,"3499"
"178",18,"3686"
"179",18,"47610"
"180",18,"318"
"181",19,"32"
"182",19,"30803"
"183",19,"7293"
"184",19,"830"
"185",19,"2688"
"186",19,"2085"
"187",19,"3499"
"188",19,"3686"
"189",19,"47610"
"190",19,"318"
"191",20,"32"
"192",20,"30803"
"193",20,"7293"
"194",20,"830"
"195",20,"2688"
"196",20,"2085"
"197",20,"3499"
"198",20,"3686"
"199",20,"47610"
"200",20,"318"
"201",21,"32"
"202",21,"30803"
"203",21,"7293"
"204",21,"830"
"205",21,"2688"
"206",21,"2085"
"207",21,"3499"
"208",21,"3686"
"209",21,"47610"
"210",21,"318"
"211",22,"32"
"212",22,"30803"
"213",22,"7293"
"214",22,"830"
"215",22,"2688"
"216",22,"2085"
"217",22,"3499"
"218",22,"3686"
"219",22,"47610"
"220",22,"318"
"221",23,"32"
"222",23,"30803"
"223",23,"7293"
"224",23,"830"
"225",23,"2688"
"226",23,"2085"
"227",23,"3499"
"228",23,"3686"
"229",23,"47610"
"230",23,"318"
"231",24,"32"
"232",24,"30803"
"233",24,"7293"
"234",24,"830"
"235",24,"2688"
"236",24,"2085"
"237",24,"3499"
"238",24,"3686"
"239",24,"47610"
"240",24,"318"
"241",25,"32"
"242",25,"30803"
"243",25,"7293"
"244",25,"830"
"245",25,"2688"
"246",25,"2085"
"247",25,"3499"
"248",25,"3686"
"249",25,"47610"
"250",25,"318"
"251",26,"32"
"252",26,"30803"
"253",26,"7293"
"254",26,"830"
"255",26,"2688"
"256",26,"2085"
"257",26,"3499"
"258",26,"3686"
"259",26,"47610"
"260",26,"318"
"261",27,"32"
"262",27,"30803"
"263",27,"7293"
"264",27,"830"
"265",27,"2688"
"266",27,"2085"
"267",27,"3499"
"268",27,"3686"
"269",27,"47610"
"270",27,"318"
"271",28,"32"
"272",28,"30803"
"273",28,"7293"
"274",28,"830"
"275",28,"2688"
"276",28,"2085"
"277",28,"3499"
"278",28,"3686"
"279",28,"47610"
"280",28,"318"
"281",29,"32"
"282",29,"30803"
"283",29,"7293"
"284",29,"830"
"285",29,"2688"
"286",29,"2085"
"287",29,"3499"
"288",29,"3686"
"289",29,"47610"
"290",29,"318"
"291",30,"32"
"292",30,"30803"
"293",30,"7293"
"294",30,"830"
"295",30,"2688"
"296",30,"2085"
"297",30,"3499"
"298",30,"3686"
"299",30,"47610"
"300",30,"318"
"301",31,"32"
"302",31,"30803"
"303",31,"7293"
"304",31,"830"
"305",31,"2688"
"306",31,"2085"
"307",31,"3499"
"308",31,"3686"
"309",31,"47610"
"310",31,"318"
"311",32,"32"
"312",32,"30803"
"313",32,"7293"
"314",32,"830"
"315",32,"2688"
"316",32,"2085"
"317",32,"3499"
"318",32,"3686"
"319",32,"47610"
"320",32,"318"
"321",33,"32"
"322",33,"30803"
"323",33,"7293"
"324",33,"830"
"325",33,"2688"
"326",33,"2085"
"327",33,"3499"
"328",33,"3686"
"329",33,"47610"
"330",33,"318"
"331",34,"32"
"332",34,"30803"
"333",34,"7293"
"334",34,"830"
"335",34,"2688"
"336",34,"2085"
"337",34,"3499"
"338",34,"3686"
"339",34,"47610"
"340",34,"318"
"341",35,"32"
"342",35,"30803"
"343",35,"7293"
"344",35,"830"
"345",35,"2688"
"346",35,"2085"
"347",35,"3499"
"348",35,"3686"
"349",35,"47610"
"350",35,"318"
"351",36,"32"
"352",36,"30803"
"353",36,"7293"
"354",36,"830"
"355",36,"2688"
"356",36,"2085"
"357",36,"3499"
"358",36,"3686"
"359",36,"47610"
"360",36,"318"
"361",37,"32"
"362",37,"30803"
"363",37,"7293"
"364",37,"830"
"365",37,"2688"
"366",37,"2085"
"367",37,"3499"
"368",37,"3686"
"369",37,"47610"
"370",37,"318"
"371",38,"32"
"372",38,"30803"
"373",38,"7293"
"374",38,"830"
"375",38,"2688"
"376",38,"2085"
"377",38,"3499"
"378",38,"3686"
"379",38,"47610"
"380",38,"318"
"381",39,"32"
"382",39,"30803"
"383",39,"7293"
"384",39,"830"
"385",39,"2688"
"386",39,"2085"
"387",39,"3499"
"388",39,"3686"
"389",39,"47610"
"390",39,"318"
"391",40,"32"
"392",40,"30803"
"393",40,"7293"
"394",40,"830"
"395",40,"2688"
"396",40,"2085"
"397",40,"3499"
"398",40,"3686"
"399",40,"47610"
"400",40,"318"
"401",41,"32"
"402",41,"30803"
"403",41,"7293"
"404",41,"830"
"405",41,"2688"
"406",41,"2085"
"407",41,"3499"
"408",41,"3686"
"409",41,"47610"
"410",41,"318"
"411",42,"32"
"412",42,"30803"
"413",42,"7293"
"414",42,"830"
"415",42,"2688"
"416",42,"2085"
"417",42,"3499"
"418",42,"3686"
"419",42,"47610"
"420",42,"318"
"421",43,"32"
"422",43,"30803"
"423",43,"7293"
"424",43,"830"
"425",43,"2688"
"426",43,"2085"
"427",43,"3499"
"428",43,"3686"
"429",43,"47610"
"430",43,"318"
"431",44,"32"
"432",44,"30803"
"433",44,"7293"
"434",44,"830"
"435",44,"2688"
"436",44,"2085"
"437",44,"3499"
"438",44,"3686"
"439",44,"47610"
"440",44,"318"
"441",45,"32"
"442",45,"30803"
"443",45,"7293"
"444",45,"830"
"445",45,"2688"
"446",45,"2085"
"447",45,"3499"
"448",45,"3686"
"449",45,"47610"
"450",45,"318"
"451",46,"32"
"452",46,"30803"
"453",46,"7293"
"454",46,"830"
"455",46,"2688"
"456",46,"2085"
"457",46,"3499"
"458",46,"3686"
"459",46,"47610"
"460",46,"318"
"461",47,"32"
"462",47,"30803"
"463",47,"7293"
"464",47,"830"
"465",47,"2688"
"466",47,"2085"
"467",47,"3499"
"468",47,"3686"
"469",47,"47610"
"470",47,"318"
"471",48,"32"
"472",48,"30803"
"473",48,"7293"
"474",48,"830"
"475",48,"2688"
"476",48,"2085"
"477",48,"3499"
"478",48,"3686"
"479",48,"47610"
"480",48,"318"
"481",49,"32"
"482",49,"30803"
"483",49,"7293"
"484",49,"830"
"485",49,"2688"
"486",49,"2085"
"487",49,"3499"
"488",49,"3686"
"489",49,"47610"
"490",49,"318"
"491",50,"32"
"492",50,"30803"
"493",50,"7293"
"494",50,"830"
"495",50,"2688"
"496",50,"2085"
"497",50,"3499"
"498",50,"3686"
"499",50,"47610"
"500",50,"318"
"501",51,"32"
"502",51,"30803"
"503",51,"7293"
"504",51,"830"
"505",51,"2688"
"506",51,"2085"
"507",51,"3499"
"508",51,"3686"
"509",51,"47610"
"510",51,"318"
"511",52,"32"
"512",52,"30803"
"513",52,"7293"
"514",52,"830"
"515",52,"2688"
"516",52,"2085"
"517",52,"3499"
"518",52,"3686"
"519",52,"47610"
"520",52,"318"
"521",53,"32"
"522",53,"30803"
"523",53,"7293"
"524",53,"830"
"525",53,"2688"
"526",53,"2085"
"527",53,"3499"
"528",53,"3686"
"529",53,"47610"
"530",53,"318"
"531",54,"32"
"532",54,"30803"
"533",54,"7293"
"534",54,"830"
"535",54,"2688"
"536",54,"2085"
